formula,nombre,tipo_compuesto,descripcion,geometria_molecular,reacciones_tipicas,n_elementos,total_atomos,masa_molar,n_H,n_C,n_N,n_O,n_S,n_P,n_halogen,n_metal,n_nonmetal,hc_ratio,ho_ratio,co_ratio,no_ratio,tiene_OH,tiene_COOH,tiene_CO3,tiene_SO4,tiene_NO3,tiene_NO2,tiene_PO4,tiene_NH,es_diatomica,es_homoatomica,es_acido,es_base,es_sal,es_oxido,es_organica,tiene_carbono,tiene_nitrogeno,tiene_oxigeno,tiene_fosforo,tiene_azufre,tiene_metal,n_tipos_metal,oxido_Fe_tipo,es_Fe_oxido_III,es_Fe_oxido_II_III,es_nitrato,es_nitrito,es_fluoruro,es_cloruro,es_bromuro,es_yoduro,ratio_O_total,ratio_metal_total,es_oxoacido,es_anhidrido,n_enlaces_estimados,tipo_enlace,es_geometria_lineal,n_atomos_3d,n_bonds_3d,spread_3d,max_dist_3d,es_lineal_3d,tiene_coords_3d,bond_ratio_3d,centroide_x,centroide_y,centroide_z
CuSO₃,Sulfito de cobre II,Sulfito,Antifúngico. Tratamiento semillas.,Piramidal trigonal (SO₃²⁻),,3,5,143.603,0,0,0,3,1,0,0,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Al₂(SO₃)₃,Sulfito de aluminio,Sulfito,Se hidroliza fácilmente. Preparación SO₂.,Piramidal trigonal (SO₃²⁻),,3,14,294.135,0,0,0,9,3,0,0,2,12,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6429,0.1429,0,0,13,iónico,0,14,13,0.0,0.0,0,0,0.9286,0.0,0.0,0.0
NaHSO₃,Bisulfito de sodio,Sulfito,Conservante E222. Blanqueador textil.,Piramidal trigonal (SO₃²⁻),,4,6,104.055,1,0,0,3,1,0,0,1,5,0.0,0.333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
KHSO₃,Bisulfito de potasio,Sulfito,Conservante E228. Industria vinícola.,Piramidal trigonal (SO₃²⁻),,4,6,120.163,1,0,0,3,1,0,0,1,5,0.0,0.333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
Ca(HSO₃)₂,Bisulfito de calcio,Sulfito,Pulpa de papel. Proceso bisulfito.,Piramidal trigonal (SO₃²⁻),,4,11,202.208,2,0,0,6,2,0,0,1,10,0.0,0.333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5455,0.0909,0,0,10,iónico,0,11,10,0.0,0.0,0,0,0.9091,0.0,0.0,0.0
(NH₄)₂SO₃,Sulfito de amonio,Sulfito,Conservante. Industria fotográfica.,Piramidal trigonal (SO₃²⁻),,4,14,116.135,8,0,2,3,1,0,0,0,14,0.0,2.667,0.0,0.6667,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2143,0.0,0,0,13,covalente_polar_H,0,14,13,0.0,0.0,0,0,0.9286,0.0,0.0,0.0
NH₄HSO₃,Bisulfito de amonio,Sulfito,Conservante. Síntesis de colorantes.,Piramidal trigonal (SO₃²⁻),,4,10,99.104,5,0,1,3,1,0,0,0,10,0.0,1.667,0.0,0.3333,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0,0,9,covalente_polar_H,0,10,9,0.0,0.0,0,0,0.9,0.0,0.0,0.0
Pb(SO₃),Sulfito de plomo II,Sulfito,Pigmento. Estabilizador de PVC.,Piramidal trigonal (SO₃²⁻),,3,5,287.257,0,0,0,3,1,1,0,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
H₂SO₃,Ácido sulfuroso,Ácido,Ácido débil. Conservante E220 (SO₂ en agua).,Trigonal plana / Angular,,3,6,82.073,2,0,0,3,1,0,0,0,6,0.0,0.667,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,1,0,5,covalente_polar_H,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
Li₂SO₄,Sulfato de litio,Sulfato,Sales de litio. Estabilizador del ánimo.,Tetraédrico (SO₄),,3,7,109.938,0,0,0,4,1,0,0,2,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5714,0.2857,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Rb₂SO₄,Sulfato de rubidio,Sulfato,Reactivo de laboratorio.,Tetraédrico (SO₄),,3,7,266.992,0,0,0,4,1,0,0,2,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5714,0.2857,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Cs₂SO₄,Sulfato de cesio,Sulfato,Gradiente de densidad. Biología molecular.,Tetraédrico (SO₄),,3,7,361.866,0,0,0,4,1,0,0,2,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5714,0.2857,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
BeSO₄,Sulfato de berilio,Sulfato,Muy tóxico. Uso en investigación.,Tetraédrico (SO₄),,3,6,105.068,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
SrSO₄,Sulfato de estroncio,Sulfato,Celestita. Pirotecnia roja.,Tetraédrico (SO₄),,3,6,183.676,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
NiSO₄,Sulfato de níquel,Sulfato,Galvanoplastia de níquel.,Tetraédrico (SO₄),,3,6,154.749,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
CoSO₄,Sulfato de cobalto,Sulfato,Baterías de ión litio. Pigmento.,Tetraédrico (SO₄),,3,6,154.989,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
MnSO₄,Sulfato de manganeso,Sulfato,Fertilizante micronutriente. Fungicida.,Tetraédrico (SO₄),,3,6,150.994,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
Cr₂(SO₄)₃,Sulfato de cromo III,Sulfato,Curtido de cuero (cromo).,Tetraédrico (SO₄),,3,17,392.16,0,0,0,12,3,0,0,2,15,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.7059,0.1176,0,0,16,iónico,0,17,16,0.0,0.0,0,0,0.9412,0.0,0.0,0.0
Al₂(SO₄)₃,Sulfato de aluminio,Sulfato,Floculante en potabilización de agua.,Tetraédrico (SO₄),,3,17,342.132,0,0,0,12,3,0,0,2,15,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.7059,0.1176,0,0,16,iónico,0,17,16,0.0,0.0,0,0,0.9412,0.0,0.0,0.0
Fe₂(SO₄)₃,Sulfato de hierro III,Sulfato,Coagulante. Tratamiento de aguas.,Tetraédrico (SO₄),,3,17,399.858,0,0,0,12,3,0,0,2,15,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.7059,0.1176,0,0,16,iónico,0,17,16,0.0,0.0,0,0,0.9412,0.0,0.0,0.0
FeSO₄,Sulfato de hierro II,Sulfato,Caparrosa verde. Tinta. Suplemento Fe.,Tetraédrico (SO₄),,3,6,151.901,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
CdSO₄,Sulfato de cadmio,Sulfato,Pila Weston. Pigmento amarillo.,Tetraédrico (SO₄),,3,6,208.467,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
PbSO₄,Sulfato de plomo,Sulfato,Anglesita. Batería plomo-ácido.,Tetraédrico (SO₄),,3,6,303.256,0,0,0,4,1,1,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
HgSO₄,Sulfato de mercurio II,Sulfato,Catalizador Hoechst. Muy tóxico.,Tetraédrico (SO₄),,3,6,296.648,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
TiOSO₄,Sulfato de titanilo,Sulfato,Fabricación de TiO₂. Pigmento.,Tetraédrico (SO₄),,3,6,143.923,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
KHSO₄,Bisulfato de potasio,Sulfato,Agente decapante. Fundente.,Tetraédrico (SO₄),,4,7,136.162,1,0,0,4,1,0,0,1,6,0.0,0.25,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5714,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
NaHSO₄,Bisulfato de sodio,Sulfato,Limpiador ácido. Ajuste pH piscinas.,Tetraédrico (SO₄),,4,7,120.054,1,0,0,4,1,0,0,1,6,0.0,0.25,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5714,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
(NH₄)Fe(SO₄)₂,Alumbre de hierro y amonio,Sulfato,Reactivo analítico. Astringente.,Tetraédrico (SO₄),,5,16,265.996,4,0,1,8,2,0,0,1,15,0.0,0.5,0.0,0.125,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,0.0625,0,0,15,iónico,0,16,15,0.0,0.0,0,0,0.9375,0.0,0.0,0.0
KAl(SO₄)₂,Alumbre potásico,Sulfato,"Alumbre. Curtido, cosmética, agua.",Tetraédrico (SO₄),,4,12,258.192,0,0,0,8,2,0,0,2,10,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,11,iónico,0,12,11,0.0,0.0,0,0,0.9167,0.0,0.0,0.0
LiOH,Hidróxido de litio,Base/Hidróxido,Electrolito baterías. Absorbente CO₂ en naves.,Octaédrico / Angular,,3,3,23.948,1,0,0,1,0,0,0,1,2,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
RbOH,Hidróxido de rubidio,Base/Hidróxido,Base fuerte. Reactivo de laboratorio.,Octaédrico / Angular,,3,3,102.475,1,0,0,1,0,0,0,1,2,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
CsOH,Hidróxido de cesio,Base/Hidróxido,Base más fuerte conocida.,Octaédrico / Angular,,3,3,149.912,1,0,0,1,0,0,0,1,2,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
Ba(OH)₂,Hidróxido de bario,Base/Hidróxido,Agua de barita. Reactivo analítico.,Octaédrico / Angular,,3,5,171.341,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Sr(OH)₂,Hidróxido de estroncio,Base/Hidróxido,Base moderada. Fabricación de azúcar.,Octaédrico / Angular,,3,5,121.634,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Be(OH)₂,Hidróxido de berilio,Base/Hidróxido,Anfótero. Muy tóxico.,Octaédrico / Angular,,3,5,43.026,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Ni(OH)₂,Hidróxido de níquel II,Base/Hidróxido,"Batería Ni-Cd, Ni-MH.",Octaédrico / Angular,,3,5,92.707,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Co(OH)₂,Hidróxido de cobalto II,Base/Hidróxido,Pigmento. Baterías recargables.,Octaédrico / Angular,,3,5,92.947,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Co(OH)₃,Hidróxido de cobalto III,Base/Hidróxido,Oxidante. Catalizador.,Octaédrico / Angular,,3,7,109.954,3,0,0,3,0,0,0,1,6,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Mn(OH)₂,Hidróxido de manganeso II,Base/Hidróxido,Se oxida a MnO₂ al aire.,Octaédrico / Angular,,3,5,88.952,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Mn(OH)₃,Hidróxido de manganeso III,Base/Hidróxido,Inestable. Oxidante.,Octaédrico / Angular,,3,7,105.959,3,0,0,3,0,0,0,1,6,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Cr(OH)₂,Hidróxido de cromo II,Base/Hidróxido,Reductor. Raro en la práctica.,Octaédrico / Angular,,3,5,86.01,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Cr(OH)₃,Hidróxido de cromo III,Base/Hidróxido,Anfótero. Pigmento verde.,Octaédrico / Angular,,3,7,103.017,3,0,0,3,0,0,0,1,6,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Ti(OH)₄,Hidróxido de titanio IV,Base/Hidróxido,Precursor de TiO₂.,Octaédrico / Angular,,3,9,115.895,4,0,0,4,0,0,0,1,8,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4444,0.1111,0,0,8,iónico,0,9,8,0.0,0.0,0,0,0.8889,0.0,0.0,0.0
Sn(OH)₂,Hidróxido de estaño II,Base/Hidróxido,Anfótero. Reductor.,Octaédrico / Angular,,3,5,152.724,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Sn(OH)₄,Hidróxido de estaño IV,Base/Hidróxido,Ácido estánnico. Anfótero.,Octaédrico / Angular,,3,9,186.738,4,0,0,4,0,0,0,1,8,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4444,0.1111,0,0,8,iónico,0,9,8,0.0,0.0,0,0,0.8889,0.0,0.0,0.0
Pb(OH)₂,Hidróxido de plomo II,Base/Hidróxido,Anfótero. Tóxico. Pigmento.,Octaédrico / Angular,,3,5,241.214,2,0,0,2,0,1,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Bi(OH)₃,Hidróxido de bismuto,Base/Hidróxido,Protector gástrico. Pepto-Bismol.,Octaédrico / Angular,,3,7,260.001,3,0,0,3,0,0,0,1,6,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Ag(OH),Hidróxido de plata,Base/Hidróxido,Inestable → Ag₂O + H₂O.,Octaédrico / Angular,,3,3,124.875,1,0,0,1,0,0,0,1,2,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
Au(OH)₃,Hidróxido de oro III,Base/Hidróxido,Anfótero. Reactivo analítico.,Octaédrico / Angular,,3,7,247.988,3,0,0,3,0,0,0,1,6,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Hg(OH)₂,Hidróxido de mercurio II,Base/Hidróxido,Se descompone a HgO + H₂O.,Octaédrico / Angular,,3,5,234.606,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Cd(OH)₂,Hidróxido de cadmio,Base/Hidróxido,Baterías Ni-Cd. Tóxico.,Octaédrico / Angular,,3,5,146.425,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Cu(OH),Hidróxido de cobre I,Base/Hidróxido,Inestable. Reduce a Cu metálico.,Octaédrico / Angular,,3,3,80.553,1,0,0,1,0,0,0,1,2,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
VO(OH)₂,Hidróxido de vanadilo,Base/Hidróxido,Anfótero. Catálisis industrial.,Octaédrico / Angular,,3,6,100.955,2,0,0,3,0,0,0,1,5,0.0,0.667,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
In(OH)₃,Hidróxido de indio,Base/Hidróxido,Precursor de In₂O₃. Semiconductores.,Octaédrico / Angular,,3,7,165.839,3,0,0,3,0,0,0,1,6,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Ga(OH)₃,Hidróxido de galio,Base/Hidróxido,Anfótero. Semiconductores.,Octaédrico / Angular,,3,7,120.744,3,0,0,3,0,0,0,1,6,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
La(OH)₃,Hidróxido de lantano,Base/Hidróxido,Catalizador. Tierra rara.,Octaédrico / Angular,,3,7,189.926,3,0,0,3,0,0,0,1,6,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Ce(OH)₃,Hidróxido de cerio III,Base/Hidróxido,Tierra rara. Antioxidante.,Octaédrico / Angular,,3,7,191.137,3,0,0,3,0,0,0,1,6,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Ce(OH)₄,Hidróxido de cerio IV,Base/Hidróxido,Oxidante fuerte. Catálisis.,Octaédrico / Angular,,3,9,208.144,4,0,0,4,0,0,0,1,8,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4444,0.1111,0,0,8,iónico,0,9,8,0.0,0.0,0,0,0.8889,0.0,0.0,0.0
Th(OH)₄,Hidróxido de torio,Base/Hidróxido,Radiactivo. Precursor ThO₂.,Octaédrico / Angular,,3,9,300.066,4,0,0,4,0,0,0,1,8,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4444,0.1111,0,0,8,iónico,0,9,8,0.0,0.0,0,0,0.8889,0.0,0.0,0.0
FeOOH,Oxihidróxido de hierro,Base/Hidróxido,Goetita. Óxido de hierro hidratado. Herrumbre.,Octaédrico / Angular,,3,4,88.851,1,0,0,2,0,0,0,1,3,0.0,0.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
AlOOH,Oxihidróxido de aluminio,Base/Hidróxido,Boehmita / Diáspora. Bauxita.,Octaédrico / Angular,,3,4,59.988,1,0,0,2,0,0,0,1,3,0.0,0.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
